axis,level,metric,mean,std,count
ct_saturation,0.3,macro_f1,0.9594814925469756,0.0031757653014447052,25
ct_saturation,0.5,macro_f1,0.982230969164233,0.0016701392272206745,25
ct_saturation,0.7,macro_f1,0.9883892618410922,0.0018173958244701162,25
ct_saturation,no_sat,macro_f1,0.989685740365573,0.0020834024400803,5
jitter,0,macro_f1,0.989685740365573,0.0020834024400803,5
jitter,1,macro_f1,0.9891920501682416,0.0021168929393848147,25
jitter,2,macro_f1,0.9879753323960252,0.002758871825325559,25
jitter,4,macro_f1,0.9831596733159296,0.0062300366759891835,25
noise,10,macro_f1,0.982487990421221,0.010766098155712117,25
noise,20,macro_f1,0.9890600464212127,0.0025109708579367077,25
noise,30,macro_f1,0.989638529134849,0.0019481344357107466,25
noise,40,macro_f1,0.9896946748886457,0.0018717975317316762,25
noise,clean,macro_f1,0.989685740365573,0.0020834024400803,5
