axis,level,metric,mean,std,count
ct_saturation,0.3,mae,24.3607706803823,0.6659592918005993,25
ct_saturation,0.5,mae,15.907636656107787,0.23656758264939043,25
ct_saturation,0.7,mae,11.728669026573765,0.2064218054837985,25
ct_saturation,no_sat,mae,10.202533271598137,0.275193808080475,5
jitter,0,mae,10.202533271598137,0.275193808080475,5
jitter,1,mae,10.99259278988928,0.8902963884356008,25
jitter,2,mae,12.29544423915975,1.3540390115793834,25
jitter,4,mae,15.057677652137363,2.9357285016384713,25
noise,10,mae,12.551858838207771,0.35162730179348106,25
noise,20,mae,10.477758050458771,0.256565555379594,25
noise,30,mae,10.230045751669392,0.24976060922703155,25
noise,40,mae,10.204540358464236,0.25082517467838755,25
noise,clean,mae,10.202533271598137,0.275193808080475,5
