axis,level,metric,mean,std,count
ct_saturation,0.3,mae,277.7862114859407,4.814636580396022,25
ct_saturation,0.3,mae_settled,132.8319020520952,3.1138807071922447,25
ct_saturation,0.5,mae,209.67659380580483,4.463092812375131,25
ct_saturation,0.5,mae_settled,80.07528938305596,2.173554248488597,25
ct_saturation,0.7,mae,175.23698998677327,3.795208144175929,25
ct_saturation,0.7,mae_settled,55.92889011788413,1.455973766407619,25
ct_saturation,no_sat,mae,156.15065963969693,5.441532833076661,5
ct_saturation,no_sat,mae_settled,41.93018670235311,1.3767683077730277,5
jitter,0,mae,156.15065963969693,5.441532833076661,5
jitter,0,mae_settled,41.93018670235311,1.3767683077730277,5
jitter,1,mae,155.58293354072003,5.297753671571594,25
jitter,1,mae_settled,41.694092223577734,1.3639298997804916,25
jitter,2,mae,158.08126484927246,4.798033130686994,25
jitter,2,mae_settled,42.25334002733334,1.1657557294729883,25
jitter,4,mae,159.6271055609676,9.105544733357263,25
jitter,4,mae_settled,42.4876491576592,2.3769097495780063,25
noise,10,mae,156.52371031457145,4.588831254523813,25
noise,10,mae_settled,42.294851081918225,1.1819254756061082,25
noise,20,mae,156.41443210481972,5.028255186091538,25
noise,20,mae_settled,42.00708726905203,1.2061939818052378,25
noise,30,mae,156.2118971932646,5.0544724638856,25
noise,30,mae_settled,41.92876484854914,1.240244024495007,25
noise,40,mae,156.1486653758496,4.9848903710567,25
noise,40,mae_settled,41.915797841780424,1.2325215810355734,25
noise,clean,mae,156.15065963969693,5.441532833076661,5
noise,clean,mae_settled,41.93018670235311,1.3767683077730277,5
