axis,level,metric,mean,std,count
ct_saturation,0.3,mae,24.763336457418532,0.5579001745048099,25
ct_saturation,0.5,mae,15.037618628805392,0.44295966764072087,25
ct_saturation,0.7,mae,10.884407957827111,0.3527716065081967,25
ct_saturation,no_sat,mae,9.918216464751739,0.30301539986634657,5
jitter,0,mae,9.918216464751739,0.30301539986634657,5
jitter,1,mae,10.944254648210983,0.9578907668296928,25
jitter,2,mae,12.657407200941057,2.0851307103672085,25
jitter,4,mae,16.202848464342157,3.4019723835665205,25
noise,10,mae,11.637630502110643,0.20422405024487017,25
noise,20,mae,10.111601066383704,0.24912238871269515,25
noise,30,mae,9.938117630073407,0.2733314543743847,25
noise,40,mae,9.920224572276407,0.27638339668746376,25
noise,clean,mae,9.918216464751739,0.30301539986634657,5
